timestamps,Ships_IDs,latitudes,longitudes,Speed
2026-09-02 11:41:17.959128,100001,-26.238131111085615,-32.76677333546445,19.25848750739782
2026-09-07 08:03:17.959128,100001,17.520215524149748,63.66959613613926,19.90087314777149
2026-08-29 04:54:17.959128,100002,0.9974540757316461,-79.71370228849935,21.65530962621682
2026-08-31 19:03:17.959128,100002,4.437953778150984,-114.9741007095825,107.05893199007956
2026-08-12 21:06:17.959128,100003,-21.82545047300006,102.15061356496648,15.043153665245878
2026-08-09 17:30:17.959128,100004,-37.41984873746526,-71.8341649346223,21.73580677380619
2026-08-30 00:32:17.959128,100004,-33.46558275697009,57.708400713500424,17.65503965575684
2026-08-09 08:29:17.959128,100005,28.720683948746256,76.35032140277917,20.205091157578487
2026-08-19 15:41:17.959128,100005,-33.21254177862466,142.22514050972705,21.304001110788715
2026-08-13 12:25:17.959128,100007,27.853703118317824,39.62328105937732,21.813585792106824
2026-08-24 21:20:17.959128,100008,-15.284066946265341,-10.407152066178838,88.91637938120456
2026-08-21 07:40:17.959128,100009,19.292903149945573,-170.8323694916329,22.91802644092841
2026-08-22 05:44:17.959128,100009,56.23884022937308,80.73482072070937,15.099104217119045
2026-08-27 23:41:17.959128,100010,-18.702854002217414,53.42620591634517,22.528881429114637
2026-08-28 00:21:17.959128,100010,-22.886366729832858,-102.46108749221065,17.00669504419933
2026-08-13 00:45:17.959128,100011,55.83972783019871,155.38521346793135,20.149244806884926
2026-08-20 13:07:17.959128,100011,-23.285007506335475,-150.3270247605685,24.994772537144932
2026-08-29 20:30:17.959128,100012,-28.414685421170635,28.024057702566694,15.017183919181559
2026-09-01 15:27:17.959128,100012,-13.737217629432713,-26.95124151472399,20.699230269834594
2026-08-14 05:03:17.959128,100013,-21.145848378492175,1.2006959945020697,22.90489494371972
2026-09-04 14:27:17.959128,100013,-38.2541888902312,-93.88982864343876,23.946400439434825
2026-08-11 18:59:17.959128,100014,-57.063008378930306,-131.37622964572722,19.087515559426656
2026-09-06 11:58:17.959128,100014,-23.45560459472484,-35.649083435171946,136.6782412980718
2026-09-02 20:56:17.959128,100015,-22.180849476628836,-34.20926044446796,16.03571930673393
2026-09-05 02:15:17.959128,100015,-48.37781120624015,-158.95857911514616,17.34691284799541
2026-08-20 11:53:17.959128,100016,-36.01928097330442,141.844855589237,23.330537238510225
2026-08-26 07:32:17.959128,100017,-38.29805876979264,147.96046236624971,21.459437570406735
2026-09-02 05:55:17.959128,100017,-7.16557220068151,-65.89665279730501,21.34219278063248
2026-08-09 16:11:17.959128,100018,-44.51632013095468,-98.83255559422905,20.331526645282146
2026-08-27 21:13:17.959128,100018,-18.977215617212416,117.14991768660843,22.23930579652038
2026-08-31 01:17:17.959128,100018,-24.773260329134565,-101.17953806892584,121.92355221303633
2026-08-29 21:45:17.959128,100019,-17.6742510009406,-73.56483056647431,22.238762354761143
2026-08-31 16:49:17.959128,100019,-21.302417548672558,-91.7911458375597,18.519137741786807
2026-08-10 17:57:17.959128,100020,39.759977424567325,179.2382122360018,15.071515137296089
2026-08-10 23:25:17.959128,100020,-49.850835021120446,10.69282908184249,21.134968938200977
2026-08-12 06:28:17.959128,100020,45.717699538746956,121.17094822643071,23.285045190352307
2026-09-04 07:45:17.959128,100020,-55.14495870712767,140.76103405688247,17.47777226015256
2026-08-17 22:10:17.959128,100021,24.090701690317317,-147.5973834288417,21.69181387228009
2026-09-04 06:34:17.959128,100021,15.089577085446834,-131.43314809215676,19.783041458945988
2026-09-05 21:01:17.959128,100021,30.204456569959007,87.37537790294584,15.875517125703924
2026-08-16 21:00:17.959128,100023,-39.71248646119314,68.87900863331677,23.8003737364335
2026-08-26 08:35:17.959128,100023,26.80904483973606,-168.81576617211826,20.689421684681648
2026-08-23 00:27:17.959128,100024,-13.343318680849727,-106.1181436208684,16.242287659386754
2026-09-02 15:06:17.959128,100024,-53.45710848977947,52.09430896009226,23.77758619274706
2026-09-03 06:43:17.959128,100024,55.9519437588486,-45.16370553656117,19.747959183771925
2026-08-13 11:12:17.959128,100025,-47.10466068269338,-139.1412463989303,19.88512769508609
2026-08-17 06:19:17.959128,100025,51.97927711346048,26.043620495931265,23.92745078506745
2026-08-10 12:13:17.959128,100026,39.23665895752568,48.01338209831914,88.15362055015808
2026-08-12 03:03:17.959128,100026,9.328784149930897,-114.48832852658686,17.030141421959783
2026-08-28 16:49:17.959128,100026,32.50915630584868,34.95200696992251,19.167649447371062
2026-08-13 11:44:17.959128,100027,-36.9252914532055,36.300385374253295,16.005613240320816
2026-08-27 16:08:17.959128,100027,37.310185750264,-0.00772996312659302,18.632059715257164
2026-08-18 03:48:17.959128,100028,45.77724565793413,2.412943897080112,22.58707564827583
2026-08-24 09:48:17.959128,100028,46.1007280310981,98.26477085623429,22.914790735914092
2026-09-06 05:38:17.959128,100028,-17.412334101490437,36.28445107224502,19.861022315272347
2026-08-14 10:26:17.959128,100029,-8.473637811392827,-36.31377525566643,23.607923931951905
2026-09-01 14:48:17.959128,100030,47.582381378685625,165.61481655004775,24.370651773294902
2026-08-18 22:00:17.959128,100031,59.2324615708271,-24.93752475847424,24.851579276340523
2026-09-07 12:40:17.959128,100031,50.59068291952785,101.43011561926693,18.336364393686516
2026-09-03 13:06:17.959128,100032,9.267602044965926,-125.5447508787104,21.18746159819787
2026-08-13 23:05:17.959128,100033,-14.86043766551012,34.262932298048554,16.158823909543887
2026-08-23 13:04:17.959128,100033,-50.19549879190137,-139.17649684034427,15.000964343136792
2026-08-24 00:07:17.959128,100033,-6.243655784196704,-138.53427196002843,19.164556229236894
2026-09-06 20:03:17.959128,100033,-22.303734378336728,116.0210890665793,24.59701033223824
2026-09-07 20:41:17.959128,100034,-7.9769874558092155,-106.48169780535972,20.410908338574984
2026-08-25 04:37:17.959128,100035,-59.87587281524875,1.6017475149630513,21.676717781056144
2026-08-15 13:39:17.959128,100036,-35.85929755192547,171.46040799186795,20.47053577978036
2026-08-27 01:21:17.959128,100039,17.361936796874716,2.6304926388122283,19.02565486032028
